"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Incentivized Delivery Network of IoT Software Updates Based on Trustless Proof-of-Distribution","O. Leiba; Y. Yitzchak; R. Bitton; A. Nadler; A. Shabtai","NA; NA; NA; NA; NA","2018 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW)","","2018","","","29","39","","","","10.1109/EuroSPW.2018.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406558","Blockchain;IoT;Software update;Zero Knowledge Contingent Payment;decentralization file systems;P2P;Ethereum","Contracts;Software;Peer-to-peer computing;Internet of Things;Currencies","contracts;Internet of Things;protocols;software engineering;telecommunication security","incentivized delivery network;IoT software updates;proof-of-distribution;IoT software update delivery network;device signature;security update distributor;IoT device;Internet of Things;decentralized blockchain;smart contracts;Zero-Knowledge Contingent Payment;ZKCP;trustless data exchange protocol","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain-based platform architecture for industrial IoT","N. Teslya; I. Ryabchikov","SPIIRAS, St. Petersburg, Russia; SPIIRAS, St. Petersburg, Russia","2017 21st Conference of Open Innovations Association (FRUCT)","","2017","","","321","329","","","","10.23919/FRUCT.2017.8250199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8250199","","Internet of Things;Production facilities;Contracts;Fault tolerance;Fault tolerant systems;Service robots","Big Data;Internet of Things;production engineering computing","Smart-M3 information sharing platform;Big Data;digital ledgers;Internet of Things;industrial IoT;platform architecture;smart space components;storing information;smart contracts;blockchain technologies;maintenance time;smart factory components","","","","","","","","","","IEEE","IEEE Conferences"
"A Blockchain-based Secure IoT Control Scheme","S. S. Choi; J. W. Burm; W. Sung; J. W. Jang; Y. J. Reo","Sogang University, Department of Electronic Engineering, Seoul, South Korea; Sogang University, Department of Electronic Engineering, Seoul, South Korea; Sogang University, Department of Electronic Engineering, Seoul, South Korea; Sogang University, Department of Electronic Engineering, Seoul, South Korea; HYUNDAI Engineering & Construction, Digital Innovation Team, Seoul, South Korea","2018 International Conference on Advances in Computing and Communication Engineering (ICACCE)","","2018","","","74","78","","","","10.1109/ICACCE.2018.8441717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441717","Internet of Thing (IoT);Blockchain;Smart Contract;Ethereum;Bitcoin;Node.js;Web3.js","Contracts;Peer-to-peer computing;Servers;Internet of Things;Bitcoin","","","","","","","","","","","","IEEE","IEEE Conferences"
"Towards data assurance and resilience in IoT using blockchain","X. Liang; J. Zhao; S. Shetty; D. Li","State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, 100093, China; College of Engineering, Tennessee State University, Nashville, TN 37209; Virginia Modeling Analysis and Simulation Center, Old Dominion University, Norfolk, VA 23529; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, 100093, China","MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM)","","2017","","","261","266","","","","10.1109/MILCOM.2017.8170858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8170858","Reliability;Secure communication;Date Assurance;Blockchain;Drone;Auditing;Resilience;Integrity","Drones;Control systems;Servers;Distributed databases;Computer architecture","cloud computing;data integration;data integrity;Internet of Things;security of data","traditional cloud server;hashed data records;blockchain network;blockchain receipt;data record;security guarantee;drone data collection;public blockchain;data integrity;drone data assurance;resilience;crucial security issues;IoT scenarios;drone communication;blockchain technology;data transmission;data collection;cloud-based IoT applications;process capability;cloud auditing;distributed system","","","","","","","","","","IEEE","IEEE Conferences"
"Trust Bit: Reward-based intelligent vehicle commination using blockchain paper","M. Singh; S. Kim","Yonsei Institute of Convergence Technology, Yonsei University, Songdo, South Korea; School of Integrated Technology, Yonsei University, Seoul, South Korea","2018 IEEE 4th World Forum on Internet of Things (WF-IoT)","","2018","","","62","67","","","","10.1109/WF-IoT.2018.8355227","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8355227","Blockchain Technology;Intelligent Vehicles;Communication;Security","Intelligent vehicles;Cryptography;Cloud computing;Vehicular ad hoc networks;Reliability","cloud computing;cryptography;peer-to-peer computing;telecommunication security;trusted computing;vehicular ad hoc networks","blockchain paper;security vulnerabilities;secure IV;received data;broadcasted reliable data;communication channel;blockchain technology;peer-to-peer networks;IV Communication world;communication networks;Trust bit details;reward-based intelligent vehicle commination;trustworthiness;vehicles behavior;vehicular cloud;cryptocurrency","","","","","","","","","","IEEE","IEEE Conferences"
"Edge Computing Enabled Resilient Wireless Network Virtualization for Internet of Things","D. B. Rawat; M. S. Parwez; A. Alshammari","NA; NA; NA","2017 IEEE 3rd International Conference on Collaboration and Internet Computing (CIC)","","2017","","","155","162","","","","10.1109/CIC.2017.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8181491","Wireless network virtualization;virtual wireless networks (VWN);mobile virtual network operator (MVNO);Blockchain;edge computing","Virtualization;Bitcoin;Wireless networks;Edge computing;Internet;Wireless fidelity","Big Data;cellular radio;computer network security;cyber-physical systems;distributed processing;Internet of Things;mobile computing;mobile radio;quality of service;virtualisation;wireless LAN","cellular Wi-Fi networks;wireless communication;different IoT applications;different operational requirements;transportation cyber-physical system;fault tolerance;cyber-attacks;cyber-physical power system;mobile virtual network operators;multiple network providers;wireless resources;edge computing;network segmentation;resilient wireless network virtualization;virtual wireless networks;Internet of Things;lightweight hand-held devices;communication industry;socioeconomic benefits;IoT enabled financial systems;mobile banking;IoT enabled manufacturing systems;RF spectrum utilization;blockchain based approach;quality-of-service;big data","","","","","","","","","","IEEE","IEEE Conferences"
"Towards a New Ubiquitous Learning Environment Based on Blockchain Technology","R. Bdiwi; C. d. Runz; S. Faiz; A. A. Cherif","NA; NA; NA; NA","2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT)","","2017","","","101","102","","","","10.1109/ICALT.2017.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8001731","Blockchain Technology;Ubiquitous Learning Environment;Internet Of Things;Collaborative learning;Decentralized architecture","Computer architecture;Security;Privacy;Contracts;Internet of Things;Cloud computing;Conferences","computer aided instruction;computer network security;data privacy;groupware;interactive systems;multimedia computing;peer-to-peer computing;trusted computing;ubiquitous computing","ubiquitous learning environment;blockchain technology;smart devices;educational services;U-learning;interactive multimedia system;ULE;BC;peer-to-peer networks;P2P;secured collaborative learning system;trust methods;decentralized topology;privacy","","","","","","","","","","IEEE","IEEE Conferences"
"Smart Contract-Based Access Control for the Internet of Things","Y. Zhang; S. Kasahara; Y. Shen; X. Jiang; J. Wan","Graduate School of Science and Technology, Nara Institute of Science and Technology, Ikoma, Nara, Japan.; Graduate School of Science and Technology, Nara Institute of Science and Technology, Ikoma, Nara, Japan.; School of Computer Science and Technology, Xidian University, Xi&#x2019;an, Shannxi, China.; School of Systems Information Science, Future University Hakodate, Hakodate, Hokkaido, Japan, and the School of Computer Science and Technology, Xidian University, Shaanxi, China.; School of Data Science and Application, Inner Mongolia University of Technology, P.R. China.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2847705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8386853","Internet of Things;access control;blockchain;smart contract.","Access control;Contracts;Permission;Servers;Internet of Things;Registers","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Blockchain technology innovations","T. Ahram; A. Sargolzaei; S. Sargolzaei; J. Daniels; B. Amaba","Institute for Advanced Systems Engineering, University of Central Florida, Orlando, USA; Department of Electrical Engineering, Florida Polytechnic University, Lakeland, USA; Rancs Group LLC, Wilmington, DE, USA; Lockheed Martin, Dallas, TX, USA; IBM Corporation, Miami, FL, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","","2017","","","137","141","","","","10.1109/TEMSCON.2017.7998367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998367","Blockchain;Business;Cloud computing;Cloud services;Control Systems;Cybersecurity;DevOps;Finance;Government;Healthcare;IoT;Industry 4.0.","Bitcoin;Medical services;Standards;Cloud computing;Ethics","cloud computing;cryptography;electronic money;health care;Internet of Things;mobile computing;social networking (online)","blockchain technology innovations;digital world;social media usage;mobile usage;IoT usage;Internet of Things;cloud technology mobile;Bitcoin;crypto currency;cybercrime;trusted contract;robust cyber security features;Healthchain;healthcare industry application;IBM Blockchain initiative","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain Based Data Integrity Service Framework for IoT Data","B. Liu; X. L. Yu; S. Chen; X. Xu; L. Zhu","NA; NA; NA; NA; NA","2017 IEEE International Conference on Web Services (ICWS)","","2017","","","468","475","","","","10.1109/ICWS.2017.54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029796","Blockchain;IoT;Data Integrity Verification","Cloud computing;Contracts;Protocols;Servers;Peer-to-peer computing;Cascading style sheets;Reliability","auditing;cloud computing;data integration;data integrity;Internet of Things","Third Party Auditor;dynamic environment;TPA;reliable data integrity verification;Data Owners;Data Consumers;dynamic data integrity verification;IoT data;inherently dynamic nature;blockchain-based data integrity service framework;cloud-based Internet of Things applications","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain-Based IoT-Cloud Authorization and Delegation","N. Tapas; G. Merlino; F. Longo","NA; NA; NA","2018 IEEE International Conference on Smart Computing (SMARTCOMP)","","2018","","","411","416","","","","10.1109/SMARTCOMP.2018.00038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8421395","Smart Cities;IoT;Blockchain;Cloud;Smart Contracts;Ethereum;access control;authorization;delegation","Contracts;Authorization;Authentication;Cloud computing;Sensors","authorisation;cloud computing;Internet of Things;middleware;smart cities","smart contracts;authorization operations;IoT-Cloud framework;delegation-enabled authorization;blockchain technology;smart city scenario;cloud middleware;blockchain-based IoT-cloud authorization","","","","","","","","","","IEEE","IEEE Conferences"
"On the Consensus Mechanisms of Blockchain/DLT for Internet of Things","Q. He; N. Guan; M. Lv; W. Yi","Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR; Smart Systems Lab, Northeastern University, China; Smart Systems Lab, Northeastern University, China","2018 IEEE 13th International Symposium on Industrial Embedded Systems (SIES)","","2018","","","1","10","","","","10.1109/SIES.2018.8442076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8442076","Blockchain;Distributed Ledger Technology (DLT);Internet of Things;Consensus Mechanism","Reliability;Bitcoin;Peer-to-peer computing;Internet of Things;Privacy","","","","","","","","","","","","IEEE","IEEE Conferences"
